row,column,weight
"Cite_6_2: Finite-sum Coupled Compositional Optimization (FCCO), characterized by its coupled compositional objective structure, emerges as an important optimization paradigm for addressing a wide range of machine learning problems. In this paper, we focus on a challenging class of non-convex non-smooth FCCO, where the outer functions are non-smooth weakly convex or convex and the inner functions are smooth or weakly convex. Existing state-of-the-art result face two key limitations: (1) a high iteration complexity of O(1/epsilon^6) under the assumption that the stochastic inner functions are Lipschitz continuous in expectation; (2) reliance on vanilla SGD-type updates, which are not suitable for deep learning applications. Our main contributions are two fold: (i) We propose stochastic momentum methods tailored for non-smooth FCCO that come with provable convergence guarantees; (ii) We establish a new state-of-the-art iteration complexity of O(1/epsilon^5). Moreover, we apply our algorithms to multiple inequality constrained non-convex optimization problems involving smooth or weakly convex functional inequality constraints. By optimizing a smoothed hinge penalty based formulation, we achieve a new state-of-the-art complexity of O(1/epsilon^5) for finding an (nearly) epsilon-level KKT solution. Experiments on three tasks demonstrate the effectiveness of the proposed algorithms.","Main_6:   Variance reduction techniques such as SPIDER/SARAH/STORM have been
extensively studied to improve the convergence rates of stochastic non-convex
optimization, which usually maintain and update a sequence of estimators for a
single function across iterations. What if we need to track multiple functional
mappings across iterations but only with access to stochastic samples of
$\mathcal{O}(1)$ functional mappings at each iteration? There is an important
application in solving an emerging family of coupled compositional optimization
problems in the form of $\sum_{i=1}^m f_i(g_i(\mathbf{w}))$, where $g_i$ is
accessible through a stochastic oracle. The key issue is to track and estimate
a sequence of $\mathbf g(\mathbf{w})=(g_1(\mathbf{w}), \ldots,
g_m(\mathbf{w}))$ across iterations, where $\mathbf g(\mathbf{w})$ has $m$
blocks and it is only allowed to probe $\mathcal{O}(1)$ blocks to attain their
stochastic values and Jacobians. To improve the complexity for solving these
problems, we propose a novel stochastic method named Multi-block-Single-probe
Variance Reduced (MSVR) estimator to track the sequence of $\mathbf
g(\mathbf{w})$. It is inspired by STORM but introduces a customized error
correction term to alleviate the noise not only in stochastic samples for the
selected blocks but also in those blocks that are not sampled. With the help of
the MSVR estimator, we develop several algorithms for solving the
aforementioned compositional problems with improved complexities across a
spectrum of settings with non-convex/convex/strongly
convex/Polyak-{\L}ojasiewicz (PL) objectives. Our results improve upon prior
ones in several aspects, including the order of sample complexities and
dependence on the strong convexity parameter. Empirical studies on multi-task
deep AUC maximization demonstrate the better performance of using the new
estimator.
",0.2
"Cite_6_3: This paper explores stochastic multi-level compositional optimization, where the objective function is a composition of multiple smooth functions. Traditional methods for solving this problem suffer from either sub-optimal sample complexities or require huge batch sizes. To address these limitations, we introduce the Stochastic Multi-level Variance Reduction (SMVR) method. In the expectation case, our SMVR method attains the optimal sample complexity of O(1/ϵ3) to find an ϵ-stationary point for non-convex objectives. When the function satisfies convexity or the Polyak-Łojasiewicz (PL) condition, we propose a stage-wise SMVR variant. This variant improves the sample complexity to O(1/ϵ2) for convex functions and O(1/(μϵ)) for functions meeting the μ-PL condition or μ-strong convexity. These complexities match the lower bounds not only in terms of ϵ but also in terms of μ (for PL or strongly convex functions), without relying on large batch sizes in each iteration. Furthermore, in the finite-sum case, we develop the SMVR-FS algorithm, which can achieve a complexity of O(n−−√/ϵ2) for non-convex objectives, O(n−−√/ϵlog(1/ϵ)) for convex functions and O(n−−√/μlog(1/ϵ)) for objectives satisfying the μ-PL condition, where n denotes the number of functions in each level. To make use of adaptive learning rates, we propose the Adaptive SMVR method, which maintains the same complexities while demonstrating faster convergence in practice.","Main_6:   Variance reduction techniques such as SPIDER/SARAH/STORM have been
extensively studied to improve the convergence rates of stochastic non-convex
optimization, which usually maintain and update a sequence of estimators for a
single function across iterations. What if we need to track multiple functional
mappings across iterations but only with access to stochastic samples of
$\mathcal{O}(1)$ functional mappings at each iteration? There is an important
application in solving an emerging family of coupled compositional optimization
problems in the form of $\sum_{i=1}^m f_i(g_i(\mathbf{w}))$, where $g_i$ is
accessible through a stochastic oracle. The key issue is to track and estimate
a sequence of $\mathbf g(\mathbf{w})=(g_1(\mathbf{w}), \ldots,
g_m(\mathbf{w}))$ across iterations, where $\mathbf g(\mathbf{w})$ has $m$
blocks and it is only allowed to probe $\mathcal{O}(1)$ blocks to attain their
stochastic values and Jacobians. To improve the complexity for solving these
problems, we propose a novel stochastic method named Multi-block-Single-probe
Variance Reduced (MSVR) estimator to track the sequence of $\mathbf
g(\mathbf{w})$. It is inspired by STORM but introduces a customized error
correction term to alleviate the noise not only in stochastic samples for the
selected blocks but also in those blocks that are not sampled. With the help of
the MSVR estimator, we develop several algorithms for solving the
aforementioned compositional problems with improved complexities across a
spectrum of settings with non-convex/convex/strongly
convex/Polyak-{\L}ojasiewicz (PL) objectives. Our results improve upon prior
ones in several aspects, including the order of sample complexities and
dependence on the strong convexity parameter. Empirical studies on multi-task
deep AUC maximization demonstrate the better performance of using the new
estimator.
",0.2
"Cite_6_4: In this paper, we introduce principled stochastic algorithms to efficiently optimize Normalized Discounted Cumulative Gain (NDCG) and its top-K variant for deep models. To this end, we first propose novel compositional and bilevel compositional objectives for optimizing NDCG and top-K NDCG, respectively. We then develop two stochastic algorithms to tackle these non-convex objectives, achieving an iteration complexity of  for reaching an-stationary point. Our methods employ moving average estimators to track the crucial inner functions for gradient computation, effectively reducing approximation errors. Besides, we introduce practical strategies such as initial warm-up and stop-gradient techniques to enhance performance in deep learning. Despite the advancements, the iteration complexity of these two algorithms does not meet the optimal for smooth non-convex optimization. To address this issue, we incorporate variance reduction techniques in our framework to more finely estimate the key functions, design new algorithmic mechanisms for solving multiple lower-level problems with parallel speed-up, and propose two types of algorithms. The first type directly tracks these functions with the variance reduced estimators, while the second treats these functions as solutions to minimization problems and employs variance reduced estimators to construct gradient estimators for solving these problems. We manage to establish the optimal complexity for both types of algorithms. It is important to highlight that our algorithmic frameworks are versatile and can optimize a wide spectrum of metrics, including Precision@K/Recall@K, Average Precision (AP), mean Average Precision (mAP), and their top-K variants. We further present efficient stochastic algorithms for optimizing these metrics with convergence guarantees. We conduct comprehensive experiments on multiple ranking tasks to verify the effectiveness of our proposed algorithms, which consistently surpass existing strong baselines.","Main_6:   Variance reduction techniques such as SPIDER/SARAH/STORM have been
extensively studied to improve the convergence rates of stochastic non-convex
optimization, which usually maintain and update a sequence of estimators for a
single function across iterations. What if we need to track multiple functional
mappings across iterations but only with access to stochastic samples of
$\mathcal{O}(1)$ functional mappings at each iteration? There is an important
application in solving an emerging family of coupled compositional optimization
problems in the form of $\sum_{i=1}^m f_i(g_i(\mathbf{w}))$, where $g_i$ is
accessible through a stochastic oracle. The key issue is to track and estimate
a sequence of $\mathbf g(\mathbf{w})=(g_1(\mathbf{w}), \ldots,
g_m(\mathbf{w}))$ across iterations, where $\mathbf g(\mathbf{w})$ has $m$
blocks and it is only allowed to probe $\mathcal{O}(1)$ blocks to attain their
stochastic values and Jacobians. To improve the complexity for solving these
problems, we propose a novel stochastic method named Multi-block-Single-probe
Variance Reduced (MSVR) estimator to track the sequence of $\mathbf
g(\mathbf{w})$. It is inspired by STORM but introduces a customized error
correction term to alleviate the noise not only in stochastic samples for the
selected blocks but also in those blocks that are not sampled. With the help of
the MSVR estimator, we develop several algorithms for solving the
aforementioned compositional problems with improved complexities across a
spectrum of settings with non-convex/convex/strongly
convex/Polyak-{\L}ojasiewicz (PL) objectives. Our results improve upon prior
ones in several aspects, including the order of sample complexities and
dependence on the strong convexity parameter. Empirical studies on multi-task
deep AUC maximization demonstrate the better performance of using the new
estimator.
",0.2
"Cite_7_1: The mutual mapping between microstructures and material properties is fundamental to material design. To enable the inverse design of random porous materials with targeted stress-strain responses, this study introduces a latent space-driven, attention-enhanced deep learning framework. Nearly 20,000 random porous materials were generated through level-cut of Gaussian random fields, and their elastoplastic responses were simulated via finite element analysis. To reduce computational cost, the microstructure was projected into latent low-dimensional representational space using a variational autoencoder (VAE). Furthermore, based on the connotation of time consistency, the task of predicting stress-strain responses was reformulated as a temporal prediction problem, which was then addressed using a sequence transformer model based on the attention mechanism. Finally, a VAE2SeqT model was developed to map microstructure data to sequence-based representations. Additionally, an adaptive weight differential-enhanced loss function was proposed to capture the time-dependent nature of stress-strain curves. In the reverse process, a multi-objective optimization algorithm based on NSGA-III explores the Pareto optimal solutions closest to the target in the latent search domain, which are then mapped back to the original pixel space. The results demonstrate that latent space-driven deep learning frameworks perform well in both forward prediction and inverse design, offering promising pathways for the targeted design of complex materials in different fields.","Main_7:   Computational stress analysis is an important step in the design of material
systems. Finite element method (FEM) is a standard approach of performing
stress analysis of complex material systems. A way to accelerate stress
analysis is to replace FEM with a data-driven machine learning based stress
analysis approach. In this study, we consider a fiber-reinforced matrix
composite material system and we use deep learning tools to find an alternative
to the FEM approach for stress field prediction. We first try to predict stress
field maps for composite material systems of fixed number of fibers with
varying spatial configurations. Specifically, we try to find a mapping between
the spatial arrangement of the fibers in the composite material and the
corresponding von Mises stress field. This is achieved by using a convolutional
neural network (CNN), specifically a U-Net architecture, using true stress maps
of systems with same number of fibers as training data. U-Net is a
encoder-decoder network which in this study takes in the composite material
image as an input and outputs the stress field image which is of the same size
as the input image. We perform a robustness analysis by taking different
initializations of the training samples to find the sensitivity of the
prediction accuracy to the small number of training samples. When the number of
fibers in the composite material system is increased for the same volume
fraction, a finer finite element mesh discretization is required to represent
the geometry accurately. This leads to an increase in the computational cost.
Thus, the secondary goal here is to predict the stress field for systems with
larger number of fibers with varying spatial configurations using information
from the true stress maps of relatively cheaper systems of smaller fiber
number.
",0.5
"Cite_7_2: Multiscale simulations of the mechanical behaviors of composites always have high computational costs. In this study, the concept of an element genome is introduced and incorporated with finite element (FE) simulation to enhance computational efficiency. The element genome can be regarded as a coarse mesh for the finite element method that also exhibits the mechanical characteristics of several fine meshes. This enables the FE simulation to be implemented with high efficiency by using coarse meshes, while the more detailed mechanical responses of the fine meshes are simultaneously computed from the element genome to ensure computational efficiency and accuracy. The database of the element genome is constructed using FE simulation. A machine learning technology is then employed to accurately compute the mechanical behaviors of a coarse mesh comprised of any combination of fine meshes with different mechanical properties. The proposed element genome–based FE simulation is then adopted to simulate the effective moduli of various composites, including a particle-reinforced composite, a fiber-reinforced composite, a 3D woven composite, and a random pixel particle-reinforced composite. The findings reveal that this method can save at least 93% of the computational cost for predicting the effective behaviors of different composites while showing good computational accuracy. Subsequently, a method of stress refinement is proposed to improve the computational accuracy of the stress fields of the composites. The results show that the element genome–based FE simulation with stress refinement can accurately approximate the stress fields of composites.","Main_7:   Computational stress analysis is an important step in the design of material
systems. Finite element method (FEM) is a standard approach of performing
stress analysis of complex material systems. A way to accelerate stress
analysis is to replace FEM with a data-driven machine learning based stress
analysis approach. In this study, we consider a fiber-reinforced matrix
composite material system and we use deep learning tools to find an alternative
to the FEM approach for stress field prediction. We first try to predict stress
field maps for composite material systems of fixed number of fibers with
varying spatial configurations. Specifically, we try to find a mapping between
the spatial arrangement of the fibers in the composite material and the
corresponding von Mises stress field. This is achieved by using a convolutional
neural network (CNN), specifically a U-Net architecture, using true stress maps
of systems with same number of fibers as training data. U-Net is a
encoder-decoder network which in this study takes in the composite material
image as an input and outputs the stress field image which is of the same size
as the input image. We perform a robustness analysis by taking different
initializations of the training samples to find the sensitivity of the
prediction accuracy to the small number of training samples. When the number of
fibers in the composite material system is increased for the same volume
fraction, a finer finite element mesh discretization is required to represent
the geometry accurately. This leads to an increase in the computational cost.
Thus, the secondary goal here is to predict the stress field for systems with
larger number of fibers with varying spatial configurations using information
from the true stress maps of relatively cheaper systems of smaller fiber
number.
",0.5
"Cite_7_3: The influence of the internal structure at micrometer length scales on the deformation of polycrystalline materials can be effectively captured using crystal plasticity finite element methods (CPFEM). However, the complexity and nonlinearity of the deformation equations CPFEM solves demand significant computational power and resources to achieve accurate predictions, limiting its broader application. To address this challenge, we have identified a reduced-order representation of the complex data in order to establish a computationally efficient reduced-order models (ROM) and drastically reduce the computational expense of CPFEM. Specifically, in this work, we developed a parametric, data-driven, and non-intrusive ROM framework for CPFEM using proper orthogonal decomposition (POD) and sparse variational Gaussian process (SVGP) regression for single-crystal microstructures under tensile loading conditions. The developed protocol enables one to compress field into a latent/low-dimensional space described by principal component analysis (PCA) via the singular value decomposition (SVD) algorithm. As a result, the high-dimensional data are reduced to a significantly smaller amount of dimensions with POD bases and POD coefficients. Furthermore, we deployed an ensemble of SVGPs—extended from the classical Gaussian process (GP) regression for scalability and handling big data—in a massively parallel manner to train and predict latent POD coefficients using known POD bases from a set of previously obtained simulations results. Lastly, using the predicted POD coefficients, we reconstructed the full-field results and showed reasonable agreement compared with the true values obtained from running CPFEM. The developed framework is validated with a set of CPFEM simulations of a single embedded void in single-crystal aluminum alloy. While the framework is broadly applicable, this work specifically focuses on single-crystal microstructures, a single load case (e.g., tensile), and a specific void geometry (spherical).","Main_7:   Computational stress analysis is an important step in the design of material
systems. Finite element method (FEM) is a standard approach of performing
stress analysis of complex material systems. A way to accelerate stress
analysis is to replace FEM with a data-driven machine learning based stress
analysis approach. In this study, we consider a fiber-reinforced matrix
composite material system and we use deep learning tools to find an alternative
to the FEM approach for stress field prediction. We first try to predict stress
field maps for composite material systems of fixed number of fibers with
varying spatial configurations. Specifically, we try to find a mapping between
the spatial arrangement of the fibers in the composite material and the
corresponding von Mises stress field. This is achieved by using a convolutional
neural network (CNN), specifically a U-Net architecture, using true stress maps
of systems with same number of fibers as training data. U-Net is a
encoder-decoder network which in this study takes in the composite material
image as an input and outputs the stress field image which is of the same size
as the input image. We perform a robustness analysis by taking different
initializations of the training samples to find the sensitivity of the
prediction accuracy to the small number of training samples. When the number of
fibers in the composite material system is increased for the same volume
fraction, a finer finite element mesh discretization is required to represent
the geometry accurately. This leads to an increase in the computational cost.
Thus, the secondary goal here is to predict the stress field for systems with
larger number of fibers with varying spatial configurations using information
from the true stress maps of relatively cheaper systems of smaller fiber
number.
",0.5
"Cite_7_4: Design for manufacturing is essential to fully exploit the potential of emerging materials and processing technologies. However, traditional trial-and-error optimisation often exhibits inferior performance in manufacturability-driven problems, particularly when handling complex shapes. Surrogate modelling and optimisation have been widely investigated for efficiently predicting simulation results and enhancing manufacturability. Nevertheless, existing methods are mostly constrained by fixed shape parameterisation schemes, limiting their flexibility and effectiveness. To overcome this limitation, this research develops a non-parametric optimisation framework, validated on a sheet metal forming case study, specifically the blank shape optimisation of an automotive hot-stamped B-pillar. The framework integrates an auto-decoder, serving as a differentiable blank shape generator, a convolutional neural network (CNN)-powered surrogate model for manufacturability evaluation, and an Adam optimiser for automated shape optimisation. The surrogate model predicts thickness distributions from the signed distance fields (SDFs) of blank shapes, which are generated by the auto-decoder from latent vectors; based on the predictions, the optimiser iteratively updates the latent vectors to acquire a blank shape with optimised manufacturability. The proposed framework demonstrates superior performance in terms of the accuracy of thickness distribution prediction, the fidelity of blank shape generation, and the efficiency of blank shape optimisation.","Main_7:   Computational stress analysis is an important step in the design of material
systems. Finite element method (FEM) is a standard approach of performing
stress analysis of complex material systems. A way to accelerate stress
analysis is to replace FEM with a data-driven machine learning based stress
analysis approach. In this study, we consider a fiber-reinforced matrix
composite material system and we use deep learning tools to find an alternative
to the FEM approach for stress field prediction. We first try to predict stress
field maps for composite material systems of fixed number of fibers with
varying spatial configurations. Specifically, we try to find a mapping between
the spatial arrangement of the fibers in the composite material and the
corresponding von Mises stress field. This is achieved by using a convolutional
neural network (CNN), specifically a U-Net architecture, using true stress maps
of systems with same number of fibers as training data. U-Net is a
encoder-decoder network which in this study takes in the composite material
image as an input and outputs the stress field image which is of the same size
as the input image. We perform a robustness analysis by taking different
initializations of the training samples to find the sensitivity of the
prediction accuracy to the small number of training samples. When the number of
fibers in the composite material system is increased for the same volume
fraction, a finer finite element mesh discretization is required to represent
the geometry accurately. This leads to an increase in the computational cost.
Thus, the secondary goal here is to predict the stress field for systems with
larger number of fibers with varying spatial configurations using information
from the true stress maps of relatively cheaper systems of smaller fiber
number.
",0.5
"Cite_7_5: Predicting the damage behavior of 3D woven composites subjected to impact loading has long been a key focus of research. Finite element (FE) simulation is commonly employed to address such issue. However, it demands significant computational resources and is also time-consuming. To facilitate rapid prediction of the damage morphology in 3D angle-interlock woven composites (3DAWCs) under impact loading, this study implements FE simulation methods to generate a dataset of damage morphology and develops a predictor-decoder deep learning model that incorporates attention mechanism. This model is capable of providing accurate, real-time predictions of meso-scale damage and constituent damage. The successful development of this model demonstrates the feasibility of using deep learning frameworks for damage prediction in woven composites. It also offers a potential solution to the challenge of damage prediction for related textile materials and supports real-time material monitoring and structural design optimization.","Main_7:   Computational stress analysis is an important step in the design of material
systems. Finite element method (FEM) is a standard approach of performing
stress analysis of complex material systems. A way to accelerate stress
analysis is to replace FEM with a data-driven machine learning based stress
analysis approach. In this study, we consider a fiber-reinforced matrix
composite material system and we use deep learning tools to find an alternative
to the FEM approach for stress field prediction. We first try to predict stress
field maps for composite material systems of fixed number of fibers with
varying spatial configurations. Specifically, we try to find a mapping between
the spatial arrangement of the fibers in the composite material and the
corresponding von Mises stress field. This is achieved by using a convolutional
neural network (CNN), specifically a U-Net architecture, using true stress maps
of systems with same number of fibers as training data. U-Net is a
encoder-decoder network which in this study takes in the composite material
image as an input and outputs the stress field image which is of the same size
as the input image. We perform a robustness analysis by taking different
initializations of the training samples to find the sensitivity of the
prediction accuracy to the small number of training samples. When the number of
fibers in the composite material system is increased for the same volume
fraction, a finer finite element mesh discretization is required to represent
the geometry accurately. This leads to an increase in the computational cost.
Thus, the secondary goal here is to predict the stress field for systems with
larger number of fibers with varying spatial configurations using information
from the true stress maps of relatively cheaper systems of smaller fiber
number.
",0.5
"Cite_7_6: Finite element analysis (FEA) of microstructural representative volume elements (RVEs) is a key component of modern research in composite materials with randomly distributed inclusions. The advent of machine learning techniques utilizing such FEA results have been instrumental in deriving new insights on microstructure-property relationships of stochastic composites. Training these ML models require a large number of diverse microstructures, but current algorithms face difficulties in generating RVEs with high volume fractions and complex inclusion morphologies. Here, we present a novel algorithm, Mesh Assisted Placement (MEAP), which employs a dynamic mesh grid within the bounding box to track the available space and accelerate the positioning of any custom-shaped inclusions. The inclusion boundaries are generated with splines, and an intersection-counting algorithm is used to prevent overlaps. Inclusion area and distribution were regulated with Gaussian integration and a propagation-based method respectively, to ensure adherence to user inputs. MEAP was assessed and found to give highly random inclusion distributions based on nearest neighbor orientation, Ripley’s K function, and the pair distribution function. It can produce RVEs up to a maximum volume fraction of > 90 %, with computational time up to 4 orders of magnitude faster than existing algorithms. Validation of MEAP was carried out by modelling the microstructures of heterogeneous materials from the literature (particulate metal-matrix composites, fiber-based CFRP and irregular carbides in low alloy steel), subjecting these microstructural models to FEA and comparing the simulated results with previously reported experimental results. In all cases, excellent agreement between the FEA and experimental results were obtained.","Main_7:   Computational stress analysis is an important step in the design of material
systems. Finite element method (FEM) is a standard approach of performing
stress analysis of complex material systems. A way to accelerate stress
analysis is to replace FEM with a data-driven machine learning based stress
analysis approach. In this study, we consider a fiber-reinforced matrix
composite material system and we use deep learning tools to find an alternative
to the FEM approach for stress field prediction. We first try to predict stress
field maps for composite material systems of fixed number of fibers with
varying spatial configurations. Specifically, we try to find a mapping between
the spatial arrangement of the fibers in the composite material and the
corresponding von Mises stress field. This is achieved by using a convolutional
neural network (CNN), specifically a U-Net architecture, using true stress maps
of systems with same number of fibers as training data. U-Net is a
encoder-decoder network which in this study takes in the composite material
image as an input and outputs the stress field image which is of the same size
as the input image. We perform a robustness analysis by taking different
initializations of the training samples to find the sensitivity of the
prediction accuracy to the small number of training samples. When the number of
fibers in the composite material system is increased for the same volume
fraction, a finer finite element mesh discretization is required to represent
the geometry accurately. This leads to an increase in the computational cost.
Thus, the secondary goal here is to predict the stress field for systems with
larger number of fibers with varying spatial configurations using information
from the true stress maps of relatively cheaper systems of smaller fiber
number.
",0.5
"Cite_7_7: Residual stresses, which remain within a component after processing, can deteriorate performance. Accurately determining their full-field distributions is essential for optimizing the structural integrity and longevity. However, the experimental effort required for full-field characterization is impractical. Given these challenges, this work proposes a machine learning (ML) based Residual Stress Generator (RSG) to infer full-field stresses from limited measurements. An extensive dataset was initially constructed by performing numerous process simulations with a diverse parameter set. A ML model based on U-Net architecture was then trained to learn the underlying structure through systematic hyperparameter tuning. Then, the model's ability to generate simulated stresses was evaluated, and it was ultimately tested on actual characterization data to validate its effectiveness. The model's prediction of simulated stresses shows that it achieved excellent predictive accuracy and exhibited a significant degree of generalization, indicating that it successfully learnt the latent structure of residual stress distribution. The RSG's performance in predicting experimentally characterized data highlights the feasibility of the proposed approach in providing a comprehensive understanding of residual stress distributions from limited measurements, thereby significantly reducing experimental efforts.","Main_7:   Computational stress analysis is an important step in the design of material
systems. Finite element method (FEM) is a standard approach of performing
stress analysis of complex material systems. A way to accelerate stress
analysis is to replace FEM with a data-driven machine learning based stress
analysis approach. In this study, we consider a fiber-reinforced matrix
composite material system and we use deep learning tools to find an alternative
to the FEM approach for stress field prediction. We first try to predict stress
field maps for composite material systems of fixed number of fibers with
varying spatial configurations. Specifically, we try to find a mapping between
the spatial arrangement of the fibers in the composite material and the
corresponding von Mises stress field. This is achieved by using a convolutional
neural network (CNN), specifically a U-Net architecture, using true stress maps
of systems with same number of fibers as training data. U-Net is a
encoder-decoder network which in this study takes in the composite material
image as an input and outputs the stress field image which is of the same size
as the input image. We perform a robustness analysis by taking different
initializations of the training samples to find the sensitivity of the
prediction accuracy to the small number of training samples. When the number of
fibers in the composite material system is increased for the same volume
fraction, a finer finite element mesh discretization is required to represent
the geometry accurately. This leads to an increase in the computational cost.
Thus, the secondary goal here is to predict the stress field for systems with
larger number of fibers with varying spatial configurations using information
from the true stress maps of relatively cheaper systems of smaller fiber
number.
",0.5
"Cite_7_8: From characterizing the speed of a thermal system's response to computing natural modes of vibration, eigenvalue analysis is ubiquitous in engineering. In spite of this, eigenvalue problems have received relatively little treatment compared to standard forward and inverse problems in the physics-informed machine learning literature. In particular, neural network discretizations of solutions to eigenvalue problems have seen only a handful of studies. Owing to their nonlinearity, neural network discretizations prevent the conversion of the continuous eigenvalue differential equation into a standard discrete eigenvalue problem. In this setting, eigenvalue analysis requires more specialized techniques. Using a neural network discretization of the eigenfunction, we show that a variational form of the eigenvalue problem called the 'Rayleigh quotient' in tandem with a Gram-Schmidt orthogonalization procedure is a particularly simple and robust approach to find the eigenvalues and their corresponding eigenfunctions. This method is shown to be useful for finding sets of harmonic functions on irregular domains, parametric and nonlinear eigenproblems, and high-dimensional eigenanalysis. We also discuss the utility of harmonic functions as a spectral basis for approximating solutions to partial differential equations. Through various examples from engineering mechanics, the combination of the Rayleigh quotient objective, Gram-Schmidt procedure, and the neural network discretization of the eigenfunction is shown to offer unique advantages for handling continuous eigenvalue problems.","Main_7:   Computational stress analysis is an important step in the design of material
systems. Finite element method (FEM) is a standard approach of performing
stress analysis of complex material systems. A way to accelerate stress
analysis is to replace FEM with a data-driven machine learning based stress
analysis approach. In this study, we consider a fiber-reinforced matrix
composite material system and we use deep learning tools to find an alternative
to the FEM approach for stress field prediction. We first try to predict stress
field maps for composite material systems of fixed number of fibers with
varying spatial configurations. Specifically, we try to find a mapping between
the spatial arrangement of the fibers in the composite material and the
corresponding von Mises stress field. This is achieved by using a convolutional
neural network (CNN), specifically a U-Net architecture, using true stress maps
of systems with same number of fibers as training data. U-Net is a
encoder-decoder network which in this study takes in the composite material
image as an input and outputs the stress field image which is of the same size
as the input image. We perform a robustness analysis by taking different
initializations of the training samples to find the sensitivity of the
prediction accuracy to the small number of training samples. When the number of
fibers in the composite material system is increased for the same volume
fraction, a finer finite element mesh discretization is required to represent
the geometry accurately. This leads to an increase in the computational cost.
Thus, the secondary goal here is to predict the stress field for systems with
larger number of fibers with varying spatial configurations using information
from the true stress maps of relatively cheaper systems of smaller fiber
number.
",0.5
"Cite_7_9: Accurate analysis of mechanical fields, such as stresses, strains, and deformation fields, is essential in the design and repair of composite materials. Compared to the time-consuming computational micromechanics methods, there is a high demand for developing a fast, efficient and accurate surrogate model to conduct mechanical fields analysis. This paper introduces a CNN-based U-Net model trained on physically meaningful data, mapping the stiffness distribution of unidirectional fibre-reinforced polymer (UD FRP) composite laminae to their corresponding linear and nonlinear stress fields. The model is based on a dataset generated through Discrete Element Method (DEM) simulations, which includes the simulation data from 50 Representative Volume Elements (RVEs) with 60% fibre volume fraction and 50 RVEs with 40% fibre volume fraction for training, and 25 RVEs for each fibre volume fraction (60%, 50%, 40% and 30%) for testing. In comparison to the existing studies, the proposed U-Net model demonstrates superior accuracy in predicting both linear and nonlinear stress fields of laminae, including laminae that have different fibre volume fractions to those in the training data, and without the need for a large training dataset.","Main_7:   Computational stress analysis is an important step in the design of material
systems. Finite element method (FEM) is a standard approach of performing
stress analysis of complex material systems. A way to accelerate stress
analysis is to replace FEM with a data-driven machine learning based stress
analysis approach. In this study, we consider a fiber-reinforced matrix
composite material system and we use deep learning tools to find an alternative
to the FEM approach for stress field prediction. We first try to predict stress
field maps for composite material systems of fixed number of fibers with
varying spatial configurations. Specifically, we try to find a mapping between
the spatial arrangement of the fibers in the composite material and the
corresponding von Mises stress field. This is achieved by using a convolutional
neural network (CNN), specifically a U-Net architecture, using true stress maps
of systems with same number of fibers as training data. U-Net is a
encoder-decoder network which in this study takes in the composite material
image as an input and outputs the stress field image which is of the same size
as the input image. We perform a robustness analysis by taking different
initializations of the training samples to find the sensitivity of the
prediction accuracy to the small number of training samples. When the number of
fibers in the composite material system is increased for the same volume
fraction, a finer finite element mesh discretization is required to represent
the geometry accurately. This leads to an increase in the computational cost.
Thus, the secondary goal here is to predict the stress field for systems with
larger number of fibers with varying spatial configurations using information
from the true stress maps of relatively cheaper systems of smaller fiber
number.
",0.5
